Name,Brand,Price,Specifications,Description,URL,Images,ScrapedAt
Brinno BCC2000Plus Construction Trio Bundle Pack with Camera Extender Kit,N/A,"Rp11,970,000","{""Key Features:"":""TLC2000 Outdoor Time-Lapse Camera | AFB1000 Outdoor Camera Extender Kit | ATH2000 Construction Power Housing | 1080p Resolution | 2\"" TFT LCD Screen | 118° Field of View | CS Mount | ACC1000 Clamp Mount Kit Included | Supports microSD Cards up to 128GB | Suitable for Outdoor Use""}","The Brinno BCC2000Plus Construction Trio Bundle Pack with Camera Extender Kit includes a TLC2000 time-lapse camera, an AFB1000 outdoor camera extender kit, an ATH2000 construction power housing, and an ACC1000 clamp mount kit for a time-lapse video recording solution.",https://shop.anekafoto.com/home/3902-brinno-bcc2000plus-construction-trio-bundle-pack-with-camera-extender-kit.html,,2026-04-12T15:24:34.764Z
Brinno BCC2000 Construction Trio Bundle Pack,N/A,"Rp10,212,000","{""Key Features:"":""TLC2000 Outdoor Time-Lapse Camera | ATH2000 Construction Power Housing | 1080p Resolution | 2\"" TFT LCD Screen | 118° Field of View | CS Mount | ACC1000 Clamp Mount Kit Included | Multiple Capture Modes | Supports microSD Cards up to 128GB | Suitable for Outdoor Use""}",N/A,https://shop.anekafoto.com/home/3903-brinno-bcc2000-construction-trio-bundle-pack.html,,2026-04-12T15:24:35.851Z
Brinno ATH1000 Outdoor Waterproof Camera Housing,N/A,"Rp950,000","{""Key Features:"":""For Brinno TLC2000/TLC2020 Cameras | 1/4\"" Mount Screw | IP67 Rated for Outdoor Use""}","Situatable for construction zones and outdoor projects, the ATH1000 Outdoor Waterproof Camera Housing is designed to be used with Brinno TLC2000/TLC2020 cameras.",https://shop.anekafoto.com/home/3905-brinno-ath1000-outdoor-waterproof-camera-housing.html,,2026-04-12T15:24:36.566Z
Canon XA60 Professional UHD 4K Camcorder,N/A,"Rp34,999,000","{""Key Features"":""1/2.3\"" CMOS Sensor, DIG!C DV 6 Processor | Up to UHD 4K30 Video Recording | Mini-HDMI Video Output | Integrated 20x Optical Zoom Lens | USB-C Output with UVC Support | Infrared, Optical Image Stabilization | 3.5\"" Touchscreen LCD, Tiltable OLED EVF | Record 4K in XF-AVC and MP4 Formats | Dual SD Relay and Simultaneous Recording | Dual XLR and Mic/Line Audio Input"",""What’s In The Box"":""Canon XA60 Professional UHD 4K Camcorder | Canon PD-E1 USB Power Adapter | Canon BP-820 Lithium-Ion Single Battery Pack (1780mAh, Retail Packaging) | Lens Cap | Lens Hood with Lens Barrier | Handle Unit | Microphone Holder Unit""}","The Canon XA60 Professional UHD 4K Camcorder is a compact, lightweight camera that features many similarities to its XA45 predecessor, including UHD 4K capture, a 1/2.3"" CMOS sensor, two XLR audio inputs, and one mini-HDMI output, making it suitable for the ENG category for documentary or journalism-style productions.",https://shop.anekafoto.com/home/4088-canon-xa60-professional-uhd-4k-camcorder.html,,2026-04-12T15:24:37.363Z
Canon TS-E 90mm f/2.8L Macro Tilt-Shift,N/A,"Rp42,999,000","{""Key Features"":""EF-Mount Lens/Full-Frame Format | Aperture Range: f/2.8 to f/45 | One UD Element, One Aspherical Element | Air Sphere Coating | Maximum Tilt: +/- 10° | Maximum Shift: +/- 12mm | Mount Rotation: +/- 90° | Locking Tilt-Shift Mechanism | Minimum Focusing Distance: 1.3' | Maximum Magnification: 0.5x"",""What's In The Box"":""Canon TS-E 90mm f/2.8L Macro Tilt-Shift Lens | Canon E-77 II Lens Cap | Canon Lens Dust Cap E (Rear Lens Cap) | Canon ES-84 Lens Hood | Canon LP1219 Soft Lens Case""}","A short telephoto prime distinguished by its close focusing and perspective control capabilities, the TS-E 90mm f/2.8L Macro from Canon is a tilt-shift lens well-suited for product and tabletop photography.",https://shop.anekafoto.com/home/3516-canon-lens-ts-e-90mm-f28l-macro-tilt-shift.html,,2026-04-12T15:24:38.189Z
Canon TS-E 50mm f/2.8L Macro Tilt-Shift,N/A,"Rp42,999,000","{""Key Features"":""EF-Mount Lens/Full-Frame Format | Aperture Range: f/2.8 to f/32 | Two UD Elements, One Aspherical Element | Air Sphere and Subwavelength Coatings | Maximum Tilt: +/- 8.5° | Maximum Shift: +/- 12mm | Mount Rotation: +/- 90° | Locking Tilt-Shift Mechanism | Minimum Focusing Distance: 10.6\"" | Maximum Magnification: 0.5x"",""What's In The Box"":""Canon TS-E 50mm f/2.8L Macro Tilt-Shift Lens | Canon E-77 II Lens Cap | Canon Lens Dust Cap E (Rear Lens Cap) | Canon ES-84 Lens Hood | Canon LP1219 Soft Lens Case""}","Characterized by its close-focusing and perspective control capabilities, the TS-E 50mm f/2.8L Macro from Canon is a normal-length tilt-shift lens well-suited for product, tabletop, architectural, and interior photography.",https://shop.anekafoto.com/home/3513-canon-lens-ts-e-50mm-f28l-macro-tilt-shift.html,,2026-04-12T15:24:39.354Z
Canon TS-E 24mm f/3.5L II Tilt-Shift,N/A,"Rp36,999,000","{""Key Features"":""EF-Mount Lens/Full-Frame Format | Aperture Range: f/3.5 to f/22 | Four UD Elements, One Aspherical Element | Subwavelength Coating | Rear Focusing System | Maximum Tilt: +/- 8.5° | Maximum Shift: +/- 12mm | Mount Rotation: +/- 90° | Locking Tilt-Shift Mechanism | Rounded 8-Blade Diaphragm"",""What's In The Box"":""Canon TS-E 24mm f/3.5L II Tilt-Shift Lens | Canon E-82 II Lens Cap | Canon Lens Dust Cap E (Rear Lens Cap) | Canon EW-88B Lens Hood for Canon TS-E 24mm f/3.5L II Lens | Canon Lens Case LP1319""}","Balancing a versatile wide-angle field of view with advanced perspective and focus control, the TS-E 24mm f/3.5L II is a Canon L-series tilt-shift lens well-suited to architecture, interior, and landscape photography.",https://shop.anekafoto.com/home/3512-canon-lens-ts-e-24mm-f35l-ii-tilt-shift.html,,2026-04-12T15:24:40.772Z
Canon TS-E 17mm f/4L Tilt-Shift,N/A,"Rp41,999,000","{""Key Features"":""EF-Mount Lens/Full-Frame Format | Aperture Range: f/4 to f/22 | Four UD Elements, One Aspherical Element | Floating Optical System, Rear Focusing | Subwavelength Coating | Maximum Tilt: +/- 6.5° | Maximum Shift: +/- 12mm | Mount Rotation: +/- 90° | Locking Tilt-Shift Mechanism | Rounded 8-Blade Diaphragm"",""What's In The Box"":""Canon TS-E 17mm f/4L Tilt-Shift Lens | Canon Lens Cap for TS-E 17mm f/4L Tilt-Shift Lens | Canon Lens Dust Cap E (Rear Lens Cap) | Canon LP1219 Soft Lens Case""}","Presenting an ultra-wide field of view with advanced perspective and focus control, the TS-E 17mm f/4L is a Canon L-series tilt-shift lens well-suited to architecture and interior photography.",https://shop.anekafoto.com/lenses/3486-canon-lens-ts-e-17mm-f4l-tilt-shift.html,,2026-04-12T15:24:41.987Z
Canon ST-E10 Speedlite Transmitter,N/A,"Rp2,500,000","{""Key Features"":""For Wireless Speedlite Setups | For Canon Cameras w/ Multi-Function Shoe | Powered Directly from Camera | No Battery or Cabling Required | 5 Groups or 15 Individual Speedlites | 98.4' Wireless Range | Settings Adjustment via Camera"",""What's In The Box"":""Canon ST-E10 Speedlite Transmitter | Shoe Cap | Case""}","Dedicated to select Canon cameras featuring a Multi-Function Shoe, such as the Canon R3, the ST-E10 Speedlite Transmitter is a compact, lightweight transmitter capable of triggering up to five groups or 15 individual Speedlites within a 98.4' range.",https://shop.anekafoto.com/home/3663-canon-st-e10-speedlite-transmitter.html,,2026-04-12T15:24:43.425Z
Canon Speedlite EL-5,N/A,"Rp8,000,000","{""Key Features"":""2.4 GHz Wireless Radio Transmission | Guide Number: 197' at ISO 100 and 200mm | Runs on LP-EL Lithium-Ion Battery | Modeling Lamp; Multi-Function Shoe | Zoom Range: 24-200mm (14mm with Panel) | Recycle Time: 0.1-1.2 Seconds | Extended Control from 1/1 to 1/1024 | Joystick, Dial, and High-Definition LCD | Remote Control with Camera Connect App | Dust and Moisture-Resistant Construction"",""What's In The Box"":""Canon Speedlite EL-5 | Canon LP-EL Lithium-Ion Battery Pack | Soft Case | Stand""}","Powerful and packed with modern features, the Canon Speedlite EL-5 is tuned for advanced photographers.",https://shop.anekafoto.com/home/3625-canon-speedlite-el-5.html,,2026-04-12T15:24:45.926Z
Colbor Wonder W60R RGB LED Monolight,N/A,"Rp2,450,000 Rp2,650,000","{""Key Features :"":""For Content Creators & Vloggers | Output: 3520 Lux at 3.3' w/ Reflector | 2700-6500K CCT; Full RGB Color Control | AC Power; Accepts Optional Battery Grips | Supports PD USB-C Fast Charging | Onboard & App Controll; NFC Connection | CRI 97 | TLCI 99 | Quiet Fan Cooling | Portable Pocket-Size Design | Includes Reflector, Dome & Power Adapter"",""Standard Package"":""COLBOR Wonder W60R RGB LED Monolight | Mini Reflector | Power Adapter | Power Cord | Diffusion Dome | COB Cover Protector""}","Highly versatile in terms of portability, control, and power options, the Wonder W60R RGB LED Monolight from COLBOR has a camera-like, palm-sized design ideal for on-the-go creators.",https://shop.anekafoto.com/home/2351-528-colbor-w60r-pocket-led.html#/160-variant-standard_package,,2026-04-12T15:24:46.983Z
Colbor Wonder W60 Bi-Color LED Monolight,N/A,"Rp1,800,000","{""Key Features :"":""For Content Creators & Vloggers | Output: 4770 Lux at 3.3' w/ Reflector | 2700-6500K CCT | AC Power; Accepts Optional Battery Grips | Supports PD USB-C Fast Charging | Onboard & App Controll; NFC Connection | CRI 97 | TLCI 99 | Quiet Fan Cooling | Portable Pocket-Size Design | Includes Reflector, Dome & Power Adapter"",""Standard Package"":""W60 Video Light | Plum Tail Cable | Power Adapter (with Wire Lanyard) | Reflector | COB Cover | Dome""}","The COLBOR W60 are portable LED lights for video. Each combines advanced technology with a camera-inspired look, delivering an impressive 60W of power.",https://shop.anekafoto.com/home/2475-526-colbor-w60-pocket-led-video-light.html#/160-variant-standard_package,,2026-04-12T15:24:48.856Z
Canon Speedlite Transmitter ST-E3-RT (Ver. 3),N/A,"Rp8,000,000","{""Key Features"":""Wireless Rear Curtain Synchronization | 5 Groups or 15 Speedlites, Range: 98.4' | 8 Custom Functions, 3 Personal Functions | LCD Information Panel, Backlit Controls"",""What's In The Box"":""Canon Speedlite Transmitter ST-E3-RT (Ver. 3) | Soft Case""}",Take full advantage of all the features on compatible flashes with the third iteration of the Canon Speedlite Transmitter ST-E3-RT.,https://shop.anekafoto.com/home/3662-canon-speedlite-transmitter-st-e3-rt-ver-3.html,,2026-04-12T15:24:49.807Z
Colbor W100R Portable RGB LED Monolight,N/A,"Rp3,150,000","{""Key Features:"":""For Content Creators & Vloggers | Output: 6500 Lux at 3.3' w/ Reflector | 360 RGB Color, 2700-6500K CCT | AC Power; Accepts Optional Battery Grips | Supports PD USB-C Fast Charging | Onboard & App Controll; NFC Connection | Quiet Fan Cooling, TLCI/CRI 97 | Portable Pocket-Size Design | Includes Power Adapter, Dome, Reflector""}","Highly versatile in its portability, control, color output, and power options, the W100R Portable RGB LED Monolight from COLBOR has a camera-like, palm-sized design ideal for on-the-go creators.",https://shop.anekafoto.com/home/3657-1318-colbor-w100r-portable-rgb-led-monolight.html#/160-variant-standard_package,,2026-04-12T15:24:51.001Z
Colbor W100 Pocket Bi-Color LED Video Light,N/A,"Rp2,650,000","{""Key Features :"":""For Content Creators & Vloggers | Output: 6790 Lux at 3.3' w/ Reflector | 2700-6500K CCT | AC Power; Accepts Optional Battery Grips | Supports PD USB-C Fast Charging | Onboard & App Controll; NFC Connection | CRI 97 | TLCI 99 | Quiet Fan Cooling | Portable Pocket-Size Design | Includes Reflector, Dome & Power Adapter"",""Standard Package"":""COLBOR Wonder W100 Bi-Color LED Monolight | Mini Reflector | Power Adapter | Power Cord | Diffusion Dome | COB Cover Protector""}","Highly versatile in terms of portability, control, and power options, the Wonder W100 Bi-Color LED Monolight from COLBOR has a camera-like, palm-sized design ideal for on-the-go creators.",https://shop.anekafoto.com/home/2350-530-colbor-w100-pocket-led-video-light.html#/160-variant-standard_package,,2026-04-12T15:24:51.656Z
Colbor VM2 V Mount Adaptor,N/A,"Rp475,000","{""Key Features:"":""Ukuran Kabel 19,7\"" | Bantuan Menggunakan Baterai V-Mount untuk Menghidupkan Lampu LED | Untuk COLBOR CL60, CL60M, CL60R, CL100X, dan CL100XM"",""What’s in the box?"":""COLBOR V-Mount Adapter + D-Tap to Type-C V-Mount Battery Cable | Adapter | Cable | Limited 1-Year Manufacturer Warranty""}","The COLBOR VM2 includes a V-mount adapter and a D-Tap to Type-C V-mount battery cable. It allows you to power COLBOR CL60, CL60M, CL60R, CL100X, and CL100XM LED studio lights with V-mount batteries.",https://shop.anekafoto.com/home/2342-colbor-vm2-v-mount-adaptor.html,,2026-04-12T15:24:52.131Z
Colbor Softbox BP85 85cm Honeycomb Parabolic Bowens Light Studio,N/A,"Rp650,000",{},N/A,https://shop.anekafoto.com/home/2344-colbor-softbox-bp85-85cm-honeycomb-parabolic-bowens-light-studio.html,,2026-04-12T15:24:53.246Z
Colbor Softbox BP45 45cm Honeycomb Parabolic Bowens Light Studio,N/A,"Rp650,000","{""Key Features:"":""Softens Output of Bright LEDs | Includes Grid for Directional Control | Reduces Contrast | For CL60, CL60M, CL60R, CL100X, CL100XM"",""What’s in the box?"":""COLBOR Quick-Setup Parabolic Softbox with Grid and Bowens Mount (17.7\"") | Bowens Speed Ring""}","The 17.7"" COLBOR Quick-Setup Parabolic Softbox with Grid and Bowens Mount softens the output of the CL60, CL60M, CL60R, CL100X, and CL100XM lamp heads' LEDs.",https://shop.anekafoto.com/home/2343-colbor-softbox-bp45-45cm-honeycomb-parabolic-bowens-light-studio.html,,2026-04-12T15:24:54.544Z
Colbor Softbox BL65 65cm Lantern Collapsible Bowens Light Studio,N/A,"Rp600,000",{},N/A,https://shop.anekafoto.com/home/2345-colbor-softbox-bl65-65cm-lantern-collapsible-bowens-light-studio.html,,2026-04-12T15:24:55.182Z
Cinetreak Stream Master SDI Video Switcher for Live Streaming ( 4 HDMI Inputs or 4 SDI Inputs ),N/A,"Rp14,800,000","{""Key Features"":""All-in-One Live Streaming Switcher | Foldable 10\"" HD Screen | 4 HDMI & 4 SDI Inputs | 1 HDMI PGM & 1 SDI AUX Outputs | Controls up to 4 PTZ Cameras via VISCA | Wireless IP Control | Record HD Files for Instant Playback | Downstreaming Support | Dual RTMP Streaming Destinations | Landscape & Portrait Mode""}","Professional broadcast and content creators can enhance their productions with intuitive multicamera switching using the Stream Master SDI Video Switcher from CineTreak. The versatile, all-in-one live streaming switcher is equipped with four HDMI inputs, four SDI inputs, one HDMI PGM output, and one SDI AUX output.",https://shop.anekafoto.com/home/4181-cinetreak-stream-master-sdi-video-switcher-for-live-streaming-4-hdmi-inputs-or-4-sdi-inputs-.html,,2026-04-12T15:24:56.006Z
CineTreak STREAM 1S Video Switcher,N/A,"Rp7,400,000","{""Key Features:"":""All-in-One Live Streaming Switcher | 4 SDI Inputs | Controls up to 4 PTZ Cameras via VISCA. | Wireless IP Control | Record H.264 Files with Instant Playback | Downstreaming Support | Dual RTMP Streaming | Landscape & Portrait Mode | Luma & Chroma-Keying | PiP/PoP Video Support"",""What’s in the box?"":""CineTreak STREAM 1S Video Switcher | 12V, 2A Power Adapter | USB-A Cable (USB 3.0) | Limited 1-Year Manufacturer Warranty""}",Professional broadcast and content creators can enhance their productions with intuitive multicamera switching using the STREAM 1S Video Switcher from CineTreak.,https://shop.anekafoto.com/home/4206-cinetreak-stream-1s-video-switcher.html,,2026-04-12T15:24:57.345Z
CineTreak STREAM 1 Video Switcher,N/A,"Rp5,900,000","{""Key Features:"":""All-in-One Live Streaming Switcher | 4 HDMI Inputs | Controls up to 4 PTZ Cameras via VISCA. | Wireless IP Control | Record H.264 Files with Instant Playback | Downstreaming Support | Dual RTMP Streaming | Landscape & Portrait Mode | Luma & Chroma-Keying | PiP/PoP Video Support"",""What's in the box?"":""CineTreak STREAM 1 Video Switcher | 12V, 2A Power Adapter | USB-A Cable (USB 3.0) | Limited 1-Year Manufacturer Warranty""}",Professional broadcast and content creators can enhance their productions with intuitive multicamera switching using the STREAM 1 Video Switcher from CineTreak.,https://shop.anekafoto.com/home/4207-cinetreak-stream-1-video-switcher.html,,2026-04-12T15:24:58.869Z
